fold,best_val_acc,best_epoch,val_f1
1,0.96875,53,0.949937343358396
2,0.9375,24,0.9141025641025642
3,0.953125,71,0.938034188034188
4,0.984375,69,0.9874921826141339
5,0.96875,97,0.949937343358396
